patcnty1,dsch_yr,race_grp1,Discharges,mdc_desc,gender,age
Lake,2013,Unknown,173,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female,37
Lake,2013,White,7435,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,71
Lake,2014,Aisan,60,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown,42
Lake,2014,Black,175,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female,17
Lake,2014,Hispanic,717,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male,71
Lake,2014,American,152,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",Unknown,66
Lake,2014,Other,105,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female,62
Lake,2014,Unknown,229,INFECTIOUS & PARASITIC DISEASES,Male,47
Lake,2014,White,6936,MENTAL DISEASES & DISORDERS,Unknown,56
Lake,2015,Aisan,64,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female,33
Lake,2015,Black,187,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male,51
Lake,2015,Hispanic,902,BURNS,Unknown,79
Lake,2015,American,180,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Female,32
Lake,2015,Other,134,MULTIPLE SIGNFICANT TRAUMA,Male,40
Lake,2015,Unknown,179,"NERVOUS SYSTEM, DISEASES & DISORDERS",Unknown,29
Lake,2015,White,6929,"EYE, DISEASES & DISORDERS",Female,61
Lake,2016,Aisan,50,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male,32
Lake,2016,Black,245,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Unknown,72
Lake,2016,Hispanic,973,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female,44
Lake,2016,American,223,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male,10
Lake,2016,Other,171,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown,71
Lake,2016,Unknown,169,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,61
Lake,2016,White,7018,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male,78
Lake,2017,Aisan,63,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown,41
Lake,2017,Black,252,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female,63
Lake,2017,Hispanic,1050,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,13
Lake,2017,American,180,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown,41
Lake,2017,Other,159,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female,48
Lake,2017,Unknown,163,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male,77
Lake,2017,White,7181,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Unknown,39
Lake,2018,Aisan,77,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female,21
Lake,2018,Black,215,INFECTIOUS & PARASITIC DISEASES,Male,51
Lake,2018,Hispanic,1111,MENTAL DISEASES & DISORDERS,Unknown,34
Lake,2018,American,230,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female,41
Lake,2018,Other,145,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male,39
Lake,2018,Unknown,147,BURNS,Unknown,71
Lake,2018,White,6983,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Female,69
Lassen,2012,Aisan,12,MULTIPLE SIGNFICANT TRAUMA,Male,22
Lassen,2012,Black,35,"NERVOUS SYSTEM, DISEASES & DISORDERS",Unknown,11
Lassen,2012,Hispanic,234,"EYE, DISEASES & DISORDERS",Female,20
Lassen,2012,American,42,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male,67
Lassen,2012,Other,13,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Unknown,16
Lassen,2012,Unknown,17,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female,15
Lassen,2012,White,1686,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male,53
Lassen,2013,Aisan,23,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown,56
Lassen,2013,Black,31,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,54
Lassen,2013,Hispanic,232,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male,67
Lassen,2013,American,48,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown,27
Lassen,2013,Other,15,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female,19
Lassen,2013,Unknown,18,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,57
Lassen,2013,White,1604,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown,41
Lassen,2014,Aisan,19,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female,35
Lassen,2014,Black,34,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male,63
Lassen,2014,Hispanic,186,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Unknown,19
Lassen,2014,American,43,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female,31
Lassen,2014,Other,22,INFECTIOUS & PARASITIC DISEASES,Male,40
Lassen,2014,Unknown,18,MENTAL DISEASES & DISORDERS,Female,67
Lassen,2014,White,1726,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male,15
Lassen,2015,Aisan,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female,73
Lassen,2015,Black,22,BURNS,Male,22
Lassen,2015,Hispanic,129,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Unknown,66
Lassen,2015,American,49,MULTIPLE SIGNFICANT TRAUMA,Female,40
Lassen,2015,Other,31,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male,26
Lassen,2015,Unknown,20,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Unknown,23
Lassen,2015,White,1679,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,54
Lassen,2016,Aisan,38,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,21
Lassen,2016,Black,28,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Unknown,23
Lassen,2016,Hispanic,118,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female,12
Lassen,2016,American,36,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male,71
Lassen,2016,Other,39,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Unknown,44
Lassen,2016,Unknown,27,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female,18
Lassen,2016,White,1624,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male,79
Lassen,2017,Aisan,35,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female,35
Lassen,2017,Black,22,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,67
Lassen,2017,Hispanic,105,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female,62
Lassen,2017,American,31,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male,38
Lassen,2017,Other,45,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Female,9
Lassen,2017,Unknown,11,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male,71
Lassen,2017,White,1519,INFECTIOUS & PARASITIC DISEASES,Female,74
Lassen,2018,Aisan,22,MENTAL DISEASES & DISORDERS,Male,15
Lassen,2018,Black,23,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female,54
Lassen,2018,Hispanic,142,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male,65
Lassen,2018,American,31,BURNS,Female,51
Lassen,2018,Other,35,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,19
Lassen,2018,Unknown,31,MULTIPLE SIGNFICANT TRAUMA,Female,54
Lassen,2018,White,1468,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male,37
Los Angeles,2012,Aisan,105800,"EYE, DISEASES & DISORDERS",Female,25
Los Angeles,2012,Black,144016,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male,47
Los Angeles,2012,Hispanic,432304,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,29
Los Angeles,2012,American,1391,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,76
Los Angeles,2012,Other,33661,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female,34
Los Angeles,2012,Unknown,5801,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male,46
Los Angeles,2012,White,366253,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,76
Los Angeles,2013,Aisan,106346,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male,24
Los Angeles,2013,Black,136131,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female,10
Los Angeles,2013,Hispanic,415949,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male,20
Los Angeles,2013,American,1206,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female,48
Los Angeles,2013,Other,33718,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,54
Los Angeles,2013,Unknown,6826,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female,67
Los Angeles,2013,White,351370,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male,15
Los Angeles,2014,Aisan,110635,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Female,17
Los Angeles,2014,Black,134857,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male,33
Los Angeles,2014,Hispanic,413969,INFECTIOUS & PARASITIC DISEASES,Female,56
Los Angeles,2014,American,1294,MENTAL DISEASES & DISORDERS,Male,67
Los Angeles,2014,Other,40079,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female,50
Los Angeles,2014,Unknown,7721,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male,62
Los Angeles,2014,White,341684,BURNS,Unknown,55
Los Angeles,2015,Aisan,107788,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Female,79
Los Angeles,2015,Black,134419,MULTIPLE SIGNFICANT TRAUMA,Male,41
Los Angeles,2015,Hispanic,414031,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female,44
Los Angeles,2015,American,1342,"EYE, DISEASES & DISORDERS",Male,30
Los Angeles,2015,Other,44113,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Unknown,60
Los Angeles,2015,Unknown,8713,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,30
Los Angeles,2015,White,341203,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,73
Los Angeles,2016,Aisan,109196,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Unknown,29
Los Angeles,2016,Black,133844,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female,73
Los Angeles,2016,Hispanic,418609,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male,24
Los Angeles,2016,American,1273,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Unknown,10
Los Angeles,2016,Other,45846,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female,64
Los Angeles,2016,Unknown,9069,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male,13
Los Angeles,2016,White,331673,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown,67
Los Angeles,2017,Aisan,107654,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female,72
Los Angeles,2017,Black,129568,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male,68
Los Angeles,2017,Hispanic,413668,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Unknown,64
Los Angeles,2017,American,1248,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Female,23
Los Angeles,2017,Other,52555,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male,28
Los Angeles,2017,Unknown,8657,INFECTIOUS & PARASITIC DISEASES,Unknown,22
Los Angeles,2017,White,322327,MENTAL DISEASES & DISORDERS,Female,49
Los Angeles,2018,Aisan,103279,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male,29
Los Angeles,2018,Black,126449,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Unknown,74
Los Angeles,2018,Hispanic,406741,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Female,58
Los Angeles,2018,American,1161,MULTIPLE SIGNFICANT TRAUMA,Male,33
Los Angeles,2018,Other,54151,"NERVOUS SYSTEM, DISEASES & DISORDERS",Unknown,8
Los Angeles,2018,Unknown,8987,"EYE, DISEASES & DISORDERS",Female,45
Los Angeles,2018,White,309734,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male,46
Madera,2012,Aisan,173,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Unknown,23
Madera,2012,Black,418,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female,46
Madera,2012,Hispanic,6865,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male,14
Madera,2012,American,39,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female,42
Madera,2012,Other,125,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male,30
Madera,2012,Unknown,37,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Unknown,64
Madera,2012,White,7218,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female,23
Madera,2013,Aisan,160,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male,13
Madera,2013,Black,518,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown,60
Madera,2013,Hispanic,6782,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female,22
Madera,2013,American,50,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male,64
Madera,2013,Other,152,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Unknown,44
Madera,2013,Unknown,52,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Female,75
Madera,2013,White,7072,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male,18
Madera,2014,Aisan,227,INFECTIOUS & PARASITIC DISEASES,Unknown,16
Madera,2014,Black,401,MENTAL DISEASES & DISORDERS,Female,49
Madera,2014,Hispanic,6850,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male,10
Madera,2014,American,53,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Unknown,40
Madera,2014,Other,145,BURNS,Female,75
Madera,2014,Unknown,42,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,31
Madera,2014,White,6970,MULTIPLE SIGNFICANT TRAUMA,Unknown,11
Madera,2015,Aisan,203,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female,33
Madera,2015,Black,450,"EYE, DISEASES & DISORDERS",Male,71
Madera,2015,Hispanic,6974,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Unknown,52
Madera,2015,American,48,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,14
Madera,2015,Other,127,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,15
Madera,2015,Unknown,65,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Unknown,38
Madera,2015,White,6892,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female,70
Madera,2016,Aisan,203,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male,25
Madera,2016,Black,444,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Female,19
Madera,2016,Hispanic,7212,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Male,63
Madera,2016,American,69,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female,22
Madera,2016,Other,129,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,68
Madera,2016,Unknown,58,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female,11
Madera,2016,White,6843,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male,12
Madera,2017,Aisan,203,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Unknown,54
Madera,2017,Black,401,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",Female,65
Madera,2017,Hispanic,7122,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male,58
Madera,2017,American,66,INFECTIOUS & PARASITIC DISEASES,Unknown,9
Madera,2017,Other,166,MENTAL DISEASES & DISORDERS,Female,33
Madera,2017,Unknown,34,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male,60
Madera,2017,White,6515,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female,78
Madera,2018,Aisan,221,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,10
Madera,2018,Black,443,MULTIPLE SIGNFICANT TRAUMA,Female,22
Madera,2018,Hispanic,7056,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male,8
Madera,2018,American,81,"EYE, DISEASES & DISORDERS",Female,8
Madera,2018,Other,190,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male,49
Madera,2018,Unknown,53,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,36
Madera,2018,White,6652,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,58
Marin,2012,Aisan,840,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female,48
Marin,2012,Black,587,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male,45
Marin,2012,Hispanic,2445,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,77
Marin,2012,American,52,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male,59
Marin,2012,Other,420,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female,26
Marin,2012,Unknown,179,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male,12
Marin,2012,White,16689,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female,50
Marin,2013,Aisan,776,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,30
Marin,2013,Black,637,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Unknown,61
Marin,2013,Hispanic,2326,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female,61
Marin,2013,American,82,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Male,78
Marin,2013,Other,502,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female,49
Marin,2013,Unknown,270,INFECTIOUS & PARASITIC DISEASES,Male,79
Marin,2013,White,16012,MENTAL DISEASES & DISORDERS,Female,48
Marin,2014,Aisan,806,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male,72
Marin,2014,Black,606,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Unknown,8
Marin,2014,Hispanic,2471,BURNS,Female,45
Marin,2014,American,41,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,48
Marin,2014,Other,576,MULTIPLE SIGNFICANT TRAUMA,Female,78
Marin,2014,Unknown,301,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male,20
Marin,2014,White,15094,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female,52
Marin,2015,Aisan,926,"EYE, DISEASES & DISORDERS",Male,76
Marin,2015,Black,579,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Female,65
Marin,2015,Hispanic,2490,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Male,30
Marin,2015,American,51,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female,61
Marin,2015,Other,575,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male,24
Marin,2015,Unknown,250,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown,53
Marin,2015,White,15066,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,60
Marin,2016,Aisan,935,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male,51
Marin,2016,Black,542,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown,58
Marin,2016,Hispanic,2583,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female,22
Marin,2016,American,41,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,65
Marin,2016,Other,547,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown,19
Marin,2016,Unknown,241,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female,69
Marin,2016,White,15475,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male,20
Marin,2017,Aisan,892,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Unknown,26
Marin,2017,Black,594,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female,75
Marin,2017,Hispanic,2608,INFECTIOUS & PARASITIC DISEASES,Male,43
Marin,2017,American,38,MENTAL DISEASES & DISORDERS,Unknown,74
Marin,2017,Other,681,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female,78
Marin,2017,Unknown,227,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male,33
Marin,2017,White,15488,BURNS,Unknown,47
Marin,2018,Aisan,850,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Female,71
Marin,2018,Black,532,MULTIPLE SIGNFICANT TRAUMA,Male,18
Marin,2018,Hispanic,2570,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Unknown,64
Marin,2018,American,37,UNGROUPABLE,Female,52
Marin,2018,Other,602,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male,30
Marin,2018,Unknown,255,"EYE, DISEASES & DISORDERS",Female,34
Marin,2018,White,14580,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male,73
Mariposa,2012,Aisan,818,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,74
Mariposa,2012,Black,818,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,69
Mariposa,2012,Hispanic,90,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female,58
Mariposa,2012,American,19,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male,25
Mariposa,2012,Other,18,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,38
Mariposa,2012,Unknown,24,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male,8
Mariposa,2012,White,1705,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown,32
Mariposa,2013,Aisan,12,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female,23
Mariposa,2013,Black,818,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,66
Mariposa,2013,Hispanic,104,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female,63
Mariposa,2013,American,12,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male,25
Mariposa,2013,Other,26,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female,21
Mariposa,2013,Unknown,818,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Male,59
Mariposa,2013,White,1445,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Unknown,77
Mariposa,2014,Aisan,14,INFECTIOUS & PARASITIC DISEASES,Female,75
Mariposa,2014,Black,11,MENTAL DISEASES & DISORDERS,Male,19
Mariposa,2014,Hispanic,93,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Unknown,49
Mariposa,2014,American,12,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female,15
Mariposa,2014,Other,10,BURNS,Male,22
Mariposa,2014,Unknown,17,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Unknown,69
Mariposa,2014,White,1528,MULTIPLE SIGNFICANT TRAUMA,Female,8
Mariposa,2015,Aisan,20,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male,42
Mariposa,2015,Black,818,UNGROUPABLE,Unknown,58
Mariposa,2015,Hispanic,87,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female,55
Mariposa,2015,American,16,"EYE, DISEASES & DISORDERS",Male,10
Mariposa,2015,Other,22,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Unknown,13
Mariposa,2015,Unknown,818,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,23
Mariposa,2015,White,1666,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,59
Mariposa,2016,Aisan,818,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Unknown,15
Mariposa,2016,Black,818,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female,69
Mariposa,2016,Hispanic,83,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male,20
Mariposa,2016,American,20,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Unknown,78
Mariposa,2016,Other,26,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female,55
