patcnty1,dsch_yr,race_grp1,Discharges,mdc_desc,gender
Kern,2017,American,256,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female
Kern,2017,Other,2809,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Male
Kern,2017,Unknown,588,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Unknown
Kern,2017,White,40426,INFECTIOUS & PARASITIC DISEASES,Female
Kern,2018,Aisan,2319,MENTAL DISEASES & DISORDERS,Male
Kern,2018,Black,6091,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Unknown
Kern,2018,Hispanic,37237,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female
Kern,2018,American,230,BURNS,Male
Kern,2018,Other,2360,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Unknown
Kern,2018,Unknown,664,MULTIPLE SIGNFICANT TRAUMA,Female
Kern,2018,White,38229,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male
Kings,2012,Aisan,175,UNGROUPABLE,Unknown
Kings,2012,Black,869,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female
Kings,2012,Hispanic,6169,"EYE, DISEASES & DISORDERS",Male
Kings,2012,American,45,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Unknown
Kings,2012,Other,209,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female
Kings,2012,Unknown,145,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male
Kings,2012,White,7208,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Kings,2013,Aisan,127,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female
Kings,2013,Black,756,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male
Kings,2013,Hispanic,5689,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Unknown
Kings,2013,American,50,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female
Kings,2013,Other,288,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male
Kings,2013,Unknown,104,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Kings,2013,White,6959,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female
Kings,2014,Aisan,146,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male
Kings,2014,Black,763,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Unknown
Kings,2014,Hispanic,6130,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Female
Kings,2014,American,44,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male
Kings,2014,Other,275,INFECTIOUS & PARASITIC DISEASES,Unknown
Kings,2014,Unknown,128,MENTAL DISEASES & DISORDERS,Female
Kings,2014,White,6202,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male
Kings,2015,Aisan,225,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Unknown
Kings,2015,Black,670,BURNS,Female
Kings,2015,Hispanic,6379,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male
Kings,2015,American,47,MULTIPLE SIGNFICANT TRAUMA,Unknown
Kings,2015,Other,270,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Female
Kings,2015,Unknown,129,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male
Kings,2015,White,6199,"EYE, DISEASES & DISORDERS",Unknown
Kings,2016,Aisan,244,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Female
Kings,2016,Black,760,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Male
Kings,2016,Hispanic,6099,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Unknown
Kings,2016,American,47,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female
Kings,2016,Other,294,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male
Kings,2016,Unknown,92,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Unknown
Kings,2016,White,6109,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Female
Kings,2017,Aisan,279,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Male
Kings,2017,Black,799,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Unknown
Kings,2017,Hispanic,7027,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female
Kings,2017,American,58,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male
Kings,2017,Other,410,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Unknown
Kings,2017,Unknown,138,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female
Kings,2017,White,6174,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Male
Kings,2018,Aisan,240,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Unknown
Kings,2018,Black,750,INFECTIOUS & PARASITIC DISEASES,Female
Kings,2018,Hispanic,6624,MENTAL DISEASES & DISORDERS,Male
Kings,2018,American,74,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Unknown
Kings,2018,Other,414,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female
Kings,2018,Unknown,92,BURNS,Male
Kings,2018,White,5609,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Unknown
Lake,2012,Aisan,60,MULTIPLE SIGNFICANT TRAUMA,Female
Lake,2012,Black,207,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male
Lake,2012,Hispanic,822,"NERVOUS SYSTEM, DISEASES & DISORDERS",Unknown
Lake,2012,American,106,"EYE, DISEASES & DISORDERS",Female
Lake,2012,Other,92,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male
Lake,2012,Unknown,157,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Unknown
Lake,2012,White,7650,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female
Lake,2013,Aisan,62,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male
Lake,2013,Black,198,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown
Lake,2013,Hispanic,841,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female
Lake,2013,American,187,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male
Lake,2013,Other,93,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown
Lake,2013,Unknown,173,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female
Lake,2013,White,7435,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male
Lake,2014,Aisan,60,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Lake,2014,Black,175,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female
Lake,2014,Hispanic,717,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male
Lake,2014,American,152,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",Unknown
Lake,2014,Other,105,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female
Lake,2014,Unknown,229,INFECTIOUS & PARASITIC DISEASES,Male
Lake,2014,White,6936,MENTAL DISEASES & DISORDERS,Unknown
Lake,2015,Aisan,64,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female
Lake,2015,Black,187,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male
Lake,2015,Hispanic,902,BURNS,Unknown
Lake,2015,American,180,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Female
Lake,2015,Other,134,MULTIPLE SIGNFICANT TRAUMA,Male
Lake,2015,Unknown,179,"NERVOUS SYSTEM, DISEASES & DISORDERS",Unknown
Lake,2015,White,6929,"EYE, DISEASES & DISORDERS",Female
Lake,2016,Aisan,50,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male
Lake,2016,Black,245,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Unknown
Lake,2016,Hispanic,973,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female
Lake,2016,American,223,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male
Lake,2016,Other,171,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown
Lake,2016,Unknown,169,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female
Lake,2016,White,7018,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male
Lake,2017,Aisan,63,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown
Lake,2017,Black,252,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female
Lake,2017,Hispanic,1050,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male
Lake,2017,American,180,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Lake,2017,Other,159,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female
Lake,2017,Unknown,163,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male
Lake,2017,White,7181,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Unknown
Lake,2018,Aisan,77,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female
Lake,2018,Black,215,INFECTIOUS & PARASITIC DISEASES,Male
Lake,2018,Hispanic,1111,MENTAL DISEASES & DISORDERS,Unknown
Lake,2018,American,230,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female
Lake,2018,Other,145,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male
Lake,2018,Unknown,147,BURNS,Unknown
Lake,2018,White,6983,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Female
Lassen,2012,Aisan,12,MULTIPLE SIGNFICANT TRAUMA,Male
Lassen,2012,Black,35,"NERVOUS SYSTEM, DISEASES & DISORDERS",Unknown
Lassen,2012,Hispanic,234,"EYE, DISEASES & DISORDERS",Female
Lassen,2012,American,42,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male
Lassen,2012,Other,13,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Unknown
Lassen,2012,Unknown,17,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female
Lassen,2012,White,1686,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male
Lassen,2013,Aisan,23,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown
Lassen,2013,Black,31,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female
Lassen,2013,Hispanic,232,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male
Lassen,2013,American,48,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown
Lassen,2013,Other,15,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female
Lassen,2013,Unknown,18,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male
Lassen,2013,White,1604,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Lassen,2014,Aisan,19,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female
Lassen,2014,Black,34,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male
Lassen,2014,Hispanic,186,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Unknown
Lassen,2014,American,43,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female
Lassen,2014,Other,22,INFECTIOUS & PARASITIC DISEASES,Male
Lassen,2014,Unknown,18,MENTAL DISEASES & DISORDERS,Female
Lassen,2014,White,1726,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male
Lassen,2015,Aisan,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female
Lassen,2015,Black,22,BURNS,Male
Lassen,2015,Hispanic,129,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Unknown
Lassen,2015,American,49,MULTIPLE SIGNFICANT TRAUMA,Female
Lassen,2015,Other,31,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male
Lassen,2015,Unknown,20,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Unknown
Lassen,2015,White,1679,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female
Lassen,2016,Aisan,38,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male
Lassen,2016,Black,28,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Lassen,2016,Hispanic,118,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female
Lassen,2016,American,36,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male
Lassen,2016,Other,39,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Unknown
Lassen,2016,Unknown,27,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female
Lassen,2016,White,1624,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male
Lassen,2017,Aisan,35,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female
Lassen,2017,Black,22,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male
Lassen,2017,Hispanic,105,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female
Lassen,2017,American,31,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male
Lassen,2017,Other,45,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Female
Lassen,2017,Unknown,11,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male
Lassen,2017,White,1519,INFECTIOUS & PARASITIC DISEASES,Female
Lassen,2018,Aisan,22,MENTAL DISEASES & DISORDERS,Male
Lassen,2018,Black,23,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female
Lassen,2018,Hispanic,142,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male
Lassen,2018,American,31,BURNS,Female
Lassen,2018,Other,35,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male
Lassen,2018,Unknown,31,MULTIPLE SIGNFICANT TRAUMA,Female
Lassen,2018,White,1468,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male
Los Angeles,2012,Aisan,105800,"EYE, DISEASES & DISORDERS",Female
Los Angeles,2012,Black,144016,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male
Los Angeles,2012,Hispanic,432304,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female
Los Angeles,2012,American,1391,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male
Los Angeles,2012,Other,33661,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female
Los Angeles,2012,Unknown,5801,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male
Los Angeles,2012,White,366253,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female
Los Angeles,2013,Aisan,106346,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male
Los Angeles,2013,Black,136131,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female
Los Angeles,2013,Hispanic,415949,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male
Los Angeles,2013,American,1206,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female
Los Angeles,2013,Other,33718,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male
Los Angeles,2013,Unknown,6826,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female
Los Angeles,2013,White,351370,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male
Los Angeles,2014,Aisan,110635,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Female
Los Angeles,2014,Black,134857,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male
Los Angeles,2014,Hispanic,413969,INFECTIOUS & PARASITIC DISEASES,Female
Los Angeles,2014,American,1294,MENTAL DISEASES & DISORDERS,Male
Los Angeles,2014,Other,40079,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female
Los Angeles,2014,Unknown,7721,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male
Los Angeles,2014,White,341684,BURNS,Unknown
Los Angeles,2015,Aisan,107788,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Female
Los Angeles,2015,Black,134419,MULTIPLE SIGNFICANT TRAUMA,Male
Los Angeles,2015,Hispanic,414031,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female
Los Angeles,2015,American,1342,"EYE, DISEASES & DISORDERS",Male
Los Angeles,2015,Other,44113,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Unknown
Los Angeles,2015,Unknown,8713,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female
Los Angeles,2015,White,341203,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male
Los Angeles,2016,Aisan,109196,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Los Angeles,2016,Black,133844,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female
Los Angeles,2016,Hispanic,418609,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male
Los Angeles,2016,American,1273,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Unknown
Los Angeles,2016,Other,45846,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female
Los Angeles,2016,Unknown,9069,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male
Los Angeles,2016,White,331673,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Los Angeles,2017,Aisan,107654,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female
Los Angeles,2017,Black,129568,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male
Los Angeles,2017,Hispanic,413668,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Unknown
Los Angeles,2017,American,1248,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Female
Los Angeles,2017,Other,52555,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male
Los Angeles,2017,Unknown,8657,INFECTIOUS & PARASITIC DISEASES,Unknown
Los Angeles,2017,White,322327,MENTAL DISEASES & DISORDERS,Female
Los Angeles,2018,Aisan,103279,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male
Los Angeles,2018,Black,126449,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Unknown
Los Angeles,2018,Hispanic,406741,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Female
Los Angeles,2018,American,1161,MULTIPLE SIGNFICANT TRAUMA,Male
Los Angeles,2018,Other,54151,"NERVOUS SYSTEM, DISEASES & DISORDERS",Unknown
Los Angeles,2018,Unknown,8987,"EYE, DISEASES & DISORDERS",Female
Los Angeles,2018,White,309734,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male
Madera,2012,Aisan,173,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Unknown
Madera,2012,Black,418,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female
Madera,2012,Hispanic,6865,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male
Madera,2012,American,39,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female
Madera,2012,Other,125,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male
Madera,2012,Unknown,37,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Unknown
Madera,2012,White,7218,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female
Madera,2013,Aisan,160,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male
Madera,2013,Black,518,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Madera,2013,Hispanic,6782,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female
Madera,2013,American,50,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male
Madera,2013,Other,152,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Unknown
Madera,2013,Unknown,52,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Female
Madera,2013,White,7072,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male
Madera,2014,Aisan,227,INFECTIOUS & PARASITIC DISEASES,Unknown
Madera,2014,Black,401,MENTAL DISEASES & DISORDERS,Female
Madera,2014,Hispanic,6850,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male
Madera,2014,American,53,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Unknown
Madera,2014,Other,145,BURNS,Female
Madera,2014,Unknown,42,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male
Madera,2014,White,6970,MULTIPLE SIGNFICANT TRAUMA,Unknown
Madera,2015,Aisan,203,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female
Madera,2015,Black,450,"EYE, DISEASES & DISORDERS",Male
Madera,2015,Hispanic,6974,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Unknown
Madera,2015,American,48,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female
Madera,2015,Other,127,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male
Madera,2015,Unknown,65,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Madera,2015,White,6892,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female
Madera,2016,Aisan,203,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male
Madera,2016,Black,444,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Female
Madera,2016,Hispanic,7212,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Male
Madera,2016,American,69,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female
Madera,2016,Other,129,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male
Madera,2016,Unknown,58,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female
Madera,2016,White,6843,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male
Madera,2017,Aisan,203,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Unknown
Madera,2017,Black,401,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",Female
Madera,2017,Hispanic,7122,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male
Madera,2017,American,66,INFECTIOUS & PARASITIC DISEASES,Unknown
Madera,2017,Other,166,MENTAL DISEASES & DISORDERS,Female
Madera,2017,Unknown,34,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male
Madera,2017,White,6515,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female
Madera,2018,Aisan,221,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male
Madera,2018,Black,443,MULTIPLE SIGNFICANT TRAUMA,Female
Madera,2018,Hispanic,7056,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male
Madera,2018,American,81,"EYE, DISEASES & DISORDERS",Female
Madera,2018,Other,190,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male
Madera,2018,Unknown,53,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female
Madera,2018,White,6652,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male
Marin,2012,Aisan,840,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female
Marin,2012,Black,587,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male
Marin,2012,Hispanic,2445,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female
Marin,2012,American,52,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male
Marin,2012,Other,420,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female
Marin,2012,Unknown,179,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male
Marin,2012,White,16689,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female
Marin,2013,Aisan,776,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male
Marin,2013,Black,637,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Unknown
Marin,2013,Hispanic,2326,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female
Marin,2013,American,82,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Male
Marin,2013,Other,502,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female
Marin,2013,Unknown,270,INFECTIOUS & PARASITIC DISEASES,Male
Marin,2013,White,16012,MENTAL DISEASES & DISORDERS,Female
Marin,2014,Aisan,806,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male
Marin,2014,Black,606,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Unknown
Marin,2014,Hispanic,2471,BURNS,Female
Marin,2014,American,41,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male
Marin,2014,Other,576,MULTIPLE SIGNFICANT TRAUMA,Female
Marin,2014,Unknown,301,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male
Marin,2014,White,15094,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female
